NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE,YEAR,TEAMID,TEAMABRV
29,Paul Silas,PF,6-7,220,1943-07-12,US,3,Creighton,1967-68,1,STL
10,Dick Snyder,SG,6-5,207,1944-02-01,US,1,Davidson,1967-68,1,STL
34,Gene Tormohlen,C,6-8,230,1937-05-12,US,4,Tennessee,1967-68,1,STL
14,Lenny Wilkens,PG,6-1,180,1937-10-28,US,7,Providence,1967-68,1,STL
12,Tom Workman,F-C,6-7,218,1944-11-14,US,R,Seattle University,1967-68,1,STL
31,Zelmo Beaty,C,6-9,225,1939-10-25,US,6,Prairie View A&M University,1968-69,1,ATL
32,Bill Bridges,PF,6-6,228,1939-04-04,US,6,Kansas,1968-69,1,ATL
27,Joe Caldwell,SG,6-5,195,1941-11-01,US,4,Arizona State,1968-69,1,ATL
24,Jim Davis,C,6-9,225,1941-12-18,US,1,Colorado,1968-69,1,ATL
18-19,Richie Guerin,SG,6-4,195,1932-05-29,US,11,Iona College,1968-69,1,ATL
12,Dennis Hamilton,PF,6-8,210,1944-05-08,US,1,Arizona State,1968-69,1,ATL
21,Skip Harlicka,PG,6-1,185,1946-10-14,N/A,R,South Carolina,1968-69,1,ATL
42,Walt Hazzard,PG,6-2,185,1942-04-15,US,4,UCLA,1968-69,1,ATL
23,Lou Hudson,SF,6-5,210,1944-07-11,US,2,Minnesota,1968-69,1,ATL
20,George Lehmann,PG,6-0,180,1942-05-01,US,1,Campbell,1968-69,1,ATL
10,Don Ohl,SG,6-3,190,1936-04-18,US,8,Illinois,1968-69,1,ATL
29,Paul Silas,PF,6-7,220,1943-07-12,US,4,Creighton,1968-69,1,ATL
16-34,Dwight Waller,F,6-6,220,1945-10-05,US,R,Tennessee State,1968-69,1,ATL
14,Butch Beard,PG,6-3,185,1947-05-04,US,R,Louisville,1969-70,1,ATL
8,Walt Bellamy,C,6-11,225,1939-07-24,US,8,Indiana,1969-70,1,ATL
32,Bill Bridges,PF,6-6,228,1939-04-04,US,7,Kansas,1969-70,1,ATL
27,Joe Caldwell,SG,6-5,195,1941-11-01,US,5,Arizona State,1969-70,1,ATL
24,Jim Davis,C,6-9,225,1941-12-18,US,2,Colorado,1969-70,1,ATL
40,Gary Gregor,SF,6-7,225,1945-08-13,US,1,South Carolina,1969-70,1,ATL
19,Richie Guerin,SG,6-4,195,1932-05-29,US,12,Iona College,1969-70,1,ATL
42,Walt Hazzard,PG,6-2,185,1942-04-15,US,5,UCLA,1969-70,1,ATL
23,Lou Hudson,SF,6-5,210,1944-07-11,US,3,Minnesota,1969-70,1,ATL
29,Dave Newmark,C,7-0,240,1946-09-11,US,1,Columbia University,1969-70,1,ATL
12,Grady O'Malley,F,6-5,205,1948-04-25,US,R,Manhattan College,1969-70,1,ATL
10,Don Ohl,SG,6-3,190,1936-04-18,US,9,Illinois,1969-70,1,ATL
34,Gene Tormohlen,C,6-8,230,1937-05-12,US,5,Tennessee,1969-70,1,ATL
8,Walt Bellamy,C,6-11,225,1939-07-24,US,9,Indiana,1970-71,1,ATL
32,Bill Bridges,PF,6-6,228,1939-04-04,US,8,Kansas,1970-71,1,ATL
33,Jerry Chambers,SF,6-5,185,1943-07-18,US,2,Utah,1970-71,1,ATL
25,Len Chappell,PF,6-8,240,1941-01-31,US,8,Wake Forest,1970-71,1,ATL
31,Bob Christian,C,6-10,255,1946-05-11,N/A,1,Grambling State University,1970-71,1,ATL
24,Jim Davis,C,6-9,225,1941-12-18,US,3,Colorado,1970-71,1,ATL
42,Walt Hazzard,PG,6-2,185,1942-04-15,US,6,UCLA,1970-71,1,ATL
23,Lou Hudson,SF,6-5,210,1944-07-11,US,4,Minnesota,1970-71,1,ATL
44,Pete Maravich,SG,6-5,197,1947-06-22,US,R,LSU,1970-71,1,ATL
12,Bob Riley,F,6-9,235,1948-07-06,N/A,R,Mount St. Mary's University,1970-71,1,ATL
40,John Vallely,SG,6-3,185,1948-10-03,N/A,R,UCLA,1970-71,1,ATL
34,Herb White,PG,6-2,195,1948-06-15,N/A,R,Georgia,1970-71,1,ATL
10,Don Adams,SF,6-6,210,1947-11-27,US,1,Northwestern,1971-72,1,ATL
8,Walt Bellamy,C,6-11,225,1939-07-24,US,10,Indiana,1971-72,1,ATL
32,Bill Bridges,PF,6-6,228,1939-04-04,US,9,Kansas,1971-72,1,ATL
31,Bob Christian,C,6-10,255,1946-05-11,N/A,2,Grambling State University,1971-72,1,ATL
24,Jim Davis,C,6-9,225,1941-12-18,US,4,Colorado,1971-72,1,ATL
3,Herm Gilliam,PG,6-3,190,1946-05-05,US,2,Purdue,1971-72,1,ATL
11,Shaler Halimon,SF,6-5,199,1945-03-30,US,3,Utah State University,1971-72,1,ATL
42,Jeff Halliburton,SG,6-5,193,1949-07-03,US,R,Drake University,1971-72,1,ATL
23,Lou Hudson,SG,6-5,210,1944-07-11,US,5,Minnesota,1971-72,1,ATL
44,Pete Maravich,SG,6-5,197,1947-06-22,US,1,LSU,1971-72,1,ATL
22,Don May,SF,6-4,200,1946-01-03,US,3,Dayton,1971-72,1,ATL
54,Tom Payne,C,7-2,240,1950-11-19,US,R,Kentucky,1971-72,1,ATL
20,Larry Siegfried,PG,6-3,190,1939-05-22,US,8,Ohio State,1971-72,1,ATL
30,George Trapp,PF,6-8,205,1948-07-11,US,R,Cal State Long Beach,1971-72,1,ATL
40,John Vallely,SG,6-3,185,1948-10-03,N/A,1,UCLA,1971-72,1,ATL
12,Jim Washington,PF,6-6,210,1943-07-01,US,6,Villanova,1971-72,1,ATL
11,Milt Williams,PG,6-2,182,1945-11-22,US,1,Lincoln University of Missouri,1971-72,1,ATL
10,Don Adams,SF,6-6,210,1947-11-27,US,2,Northwestern,1972-73,1,ATL
8,Walt Bellamy,C,6-11,225,1939-07-24,US,11,Indiana,1972-73,1,ATL
20,Steve Bracey,PG,6-1,175,1950-08-01,US,R,Tulsa,1972-73,1,ATL
31,Bob Christian,C,6-10,255,1946-05-11,N/A,3,Grambling State University,1972-73,1,ATL
3,Herm Gilliam,PG,6-3,190,1946-05-05,US,3,Purdue,1972-73,1,ATL
42,Jeff Halliburton,SG,6-5,193,1949-07-03,US,1,Drake University,1972-73,1,ATL
23,Lou Hudson,SF,6-5,210,1944-07-11,US,6,Minnesota,1972-73,1,ATL
44,Pete Maravich,SG,6-5,197,1947-06-22,US,2,LSU,1972-73,1,ATL
25,Eddie Mast,PF,6-9,220,1948-10-03,US,2,Temple,1972-73,1,ATL
22,Don May,SF,6-4,200,1946-01-03,US,4,Dayton,1972-73,1,ATL
30,George Trapp,PF,6-8,205,1948-07-11,US,1,Cal State Long Beach,1972-73,1,ATL
22,John Tschogl,SF,6-6,206,1950-04-25,US,R,UC Santa Barbara,1972-73,1,ATL
12,Jim Washington,PF,6-6,210,1943-07-01,US,7,Villanova,1972-73,1,ATL
33,John Wetzel,SG,6-5,190,1944-10-22,US,3,Virginia Tech,1972-73,1,ATL
8,Walt Bellamy,C,6-11,225,1939-07-24,US,12,Indiana,1973-74,1,ATL
20,Steve Bracey,PG,6-1,175,1950-08-01,US,1,Tulsa,1973-74,1,ATL
50,John Brown,SF,6-7,220,1951-12-14,DE,R,Missouri,1973-74,1,ATL
3,Herm Gilliam,PG,6-3,190,1946-05-05,US,4,Purdue,1973-74,1,ATL
23,Lou Hudson,SF,6-5,210,1944-07-11,US,7,Minnesota,1973-74,1,ATL
24,Tom Ingelsby,PG,6-3,180,1951-02-12,US,R,Villanova,1973-74,1,ATL
13,Dwight Jones,PF,6-10,210,1952-02-27,US,R,Houston,1973-74,1,ATL
44,Pete Maravich,SG,6-5,197,1947-06-22,US,3,LSU,1973-74,1,ATL
54,Dale Schlueter,C,6-10,225,1945-11-12,US,5,Colorado State,1973-74,1,ATL
22,John Tschogl,SF,6-6,206,1950-04-25,US,1,UC Santa Barbara,1973-74,1,ATL
12,Jim Washington,PF,6-6,210,1943-07-01,US,8,Villanova,1973-74,1,ATL
33,John Wetzel,SG,6-5,190,1944-10-22,US,4,Virginia Tech,1973-74,1,ATL
50,John Brown,SF,6-7,220,1951-12-14,DE,1,Missouri,1974-75,1,ATL
22,John Drew,PF,6-6,205,1954-09-30,US,R,Gardner-Webb University,1974-75,1,ATL
3,Herm Gilliam,SG,6-3,190,1946-05-05,US,5,Purdue,1974-75,1,ATL
14,Tom Henderson,PG,6-3,190,1952-01-26,US,R,Hawaii,1974-75,1,ATL
23,Lou Hudson,SG,6-5,210,1944-07-11,US,8,Minnesota,1974-75,1,ATL
13,Dwight Jones,C,6-10,210,1952-02-27,US,1,Houston,1974-75,1,ATL
44,Bob Kauffman,PF,6-8,240,1946-07-13,US,6,Guilford College,1974-75,1,ATL
43,Clyde Lee,PF,6-10,205,1944-03-14,US,8,Vanderbilt,1974-75,1,ATL
7,Dean Meminger,PG,6-0,175,1948-05-13,US,3,Marquette,1974-75,1,ATL
40,Mike Sojourner,C,6-9,225,1953-10-16,US,R,Utah,1974-75,1,ATL
5,Tom Van Arsdale,SF,6-5,202,1943-02-22,US,9,Indiana,1974-75,1,ATL
12,Jim Washington,PF,6-6,210,1943-07-01,US,9,Villanova,1974-75,1,ATL
33,John Wetzel,SG,6-5,190,1944-10-22,US,5,Virginia Tech,1974-75,1,ATL
50,John Brown,PF,6-7,220,1951-12-14,DE,2,Missouri,1975-76,1,ATL
24,Jim Creighton,SF,6-8,200,1950-04-18,US,R,Colorado,1975-76,1,ATL
22,John Drew,SF,6-6,205,1954-09-30,US,1,Gardner-Webb University,1975-76,1,ATL
21,Dennis DuVal,PG,6-3,175,1952-03-31,US,1,Syracuse,1975-76,1,ATL
42,Connie Hawkins,PF,6-8,210,1942-07-17,US,8,Iowa,1975-76,1,ATL
14,Tom Henderson,PG,6-3,190,1952-01-26,US,1,Hawaii,1975-76,1,ATL
20,Wilbur Holland,SG,6-0,175,1951-11-08,US,R,New Orleans,1975-76,1,ATL
23,Lou Hudson,SG,6-5,210,1944-07-11,US,9,Minnesota,1975-76,1,ATL
13,Dwight Jones,C,6-10,210,1952-02-27,US,2,Houston,1975-76,1,ATL
7,Dean Meminger,SG,6-0,175,1948-05-13,US,4,Marquette,1975-76,1,ATL
40,Mike Sojourner,C,6-9,225,1953-10-16,US,1,Utah,1975-76,1,ATL
5,Tom Van Arsdale,SF,6-5,202,1943-02-22,US,10,Indiana,1975-76,1,ATL
32,Bill Willoughby,SF,6-8,205,1957-05-20,US,R,,1975-76,1,ATL
41,Tom Barker,C,6-11,225,1955-03-11,US,R,Hawaii,1976-77,1,ATL
50,John Brown,SF,6-7,220,1951-12-14,DE,3,Missouri,1976-77,1,ATL
44,Ken Charles,SG,6-3,180,1951-07-10,TT,3,Fordham,1976-77,1,ATL
13,Ron Davis,SF,6-6,198,1954-05-01,US,R,Washington State,1976-77,1,ATL
34,Randy Denton,C,6-10,240,1949-02-18,US,5,Duke,1976-77,1,ATL
13,Henry Dickerson,PG,6-4,190,1951-11-27,US,1,University of Charleston,1976-77,1,ATL
22,John Drew,SF,6-6,205,1954-09-30,US,2,Gardner-Webb University,1976-77,1,ATL
10,Steve Hawes,PF,6-9,220,1950-05-26,US,2,Washington,1976-77,1,ATL
14,Tom Henderson,PG,6-3,190,1952-01-26,US,2,Hawaii,1976-77,1,ATL
24,Armond Hill,PG,6-4,190,1953-03-31,US,R,Princeton,1976-77,1,ATL
23,Lou Hudson,SG,6-5,210,1944-07-11,US,10,Minnesota,1976-77,1,ATL
25,Joe Meriweather,C,6-10,215,1953-10-26,US,1,Southern Illinois,1976-77,1,ATL
33,Truck Robinson,PF,6-7,225,1951-10-04,US,2,Tennessee State,1976-77,1,ATL
40,Mike Sojourner,PF,6-9,225,1953-10-16,US,2,Utah,1976-77,1,ATL
12,Claude Terry,SG,6-4,195,1950-01-12,US,4,Stanford,1976-77,1,ATL
32,Bill Willoughby,SF,6-8,205,1957-05-20,US,1,,1976-77,1,ATL
11,Ron Behagen,PF,6-9,185,1951-01-14,US,4,Minnesota,1977-78,1,ATL
50,John Brown,SF,6-7,220,1951-12-14,DE,4,Missouri,1977-78,1,ATL
44,Ken Charles,SG,6-3,180,1951-07-10,TT,4,Fordham,1977-78,1,ATL
14,Charlie Criss,PG,5-8,165,1948-11-06,US,R,New Mexico State,1977-78,1,ATL
22,John Drew,SF,6-6,205,1954-09-30,US,3,Gardner-Webb University,1977-78,1,ATL
10,Steve Hawes,PF,6-9,220,1950-05-26,US,3,Washington,1977-78,1,ATL
24,Armond Hill,PG,6-4,190,1953-03-31,US,1,Princeton,1977-78,1,ATL
3,Eddie Johnson,SG,6-2,180,1955-02-24,US,R,Auburn,1977-78,1,ATL
27,Ollie Johnson,SF,6-6,200,1949-05-11,US,5,Temple,1977-78,1,ATL
54,Tom McMillen,C,6-11,215,1952-05-26,US,2,Maryland,1977-78,1,ATL
4,Tony Robertson,SG,6-4,195,1956-01-01,US,R,West Virginia,1977-78,1,ATL
30,Tree Rollins,C,7-1,235,1955-06-16,US,R,Clemson,1977-78,1,ATL
12,Claude Terry,SG,6-4,195,1950-01-12,US,5,Stanford,1977-78,1,ATL
14,Charlie Criss,PG,5-8,165,1948-11-06,US,1,New Mexico State,1978-79,1,ATL
22,John Drew,SF,6-6,205,1954-09-30,US,4,Gardner-Webb University,1978-79,1,ATL
25,Terry Furlow,SG,6-4,190,1954-10-18,US,2,Michigan State,1978-79,1,ATL
21,Jack Givens,SF,6-5,205,1956-09-21,US,R,Kentucky,1978-79,1,ATL
10,Steve Hawes,PF,6-9,220,1950-05-26,US,4,Washington,1978-79,1,ATL
33,Keith Herron,SG,6-6,195,1956-06-14,US,R,Villanova,1978-79,1,ATL
24,Armond Hill,PG,6-4,190,1953-03-31,US,2,Princeton,1978-79,1,ATL
3,Eddie Johnson,SG,6-2,180,1955-02-24,US,1,Auburn,1978-79,1,ATL
15,Butch Lee,PG,6-0,185,1956-12-05,PR,R,Marquette,1978-79,1,ATL
54,Tom McMillen,C,6-11,215,1952-05-26,US,3,Maryland,1978-79,1,ATL
30,Tree Rollins,C,7-1,235,1955-06-16,US,1,Clemson,1978-79,1,ATL
32,Dan Roundfield,PF,6-8,205,1953-05-26,US,3,Central Michigan University,1978-79,1,ATL
42,Rick Wilson,SG,6-5,200,1956-02-07,US,R,Louisville,1978-79,1,ATL
50,John Brown,SF,6-7,220,1951-12-14,DE,6,Missouri,1979-80,1,ATL
14,Charlie Criss,PG,5-8,165,1948-11-06,US,2,New Mexico State,1979-80,1,ATL
22,John Drew,SF,6-6,205,1954-09-30,US,5,Gardner-Webb University,1979-80,1,ATL
25,Terry Furlow,SG,6-4,190,1954-10-18,US,3,Michigan State,1979-80,1,ATL
21,Jack Givens,SF,6-5,205,1956-09-21,US,1,Kentucky,1979-80,1,ATL
10,Steve Hawes,PF,6-9,220,1950-05-26,US,5,Washington,1979-80,1,ATL
24,Armond Hill,PG,6-4,190,1953-03-31,US,3,Princeton,1979-80,1,ATL
3,Eddie Johnson,SG,6-2,180,1955-02-24,US,2,Auburn,1979-80,1,ATL
44,Ron Lee,PG,6-4,193,1952-11-02,US,3,Oregon,1979-80,1,ATL
33,Jim McElroy,PG,6-3,190,1953-10-04,US,4,Central Michigan University,1979-80,1,ATL
54,Tom McMillen,C,6-11,215,1952-05-26,US,4,Maryland,1979-80,1,ATL
41,Sam Pellom,PF,6-9,225,1951-10-02,US,R,Buffalo,1979-80,1,ATL
30,Tree Rollins,C,7-1,235,1955-06-16,US,2,Clemson,1979-80,1,ATL
32,Dan Roundfield,PF,6-8,205,1953-05-26,US,4,Central Michigan University,1979-80,1,ATL
42,Rick Wilson,SG,6-5,200,1956-02-07,US,1,Louisville,1979-80,1,ATL
16,Tom Burleson,C,7-2,225,1952-02-24,US,6,NC State,1980-81,1,ATL
44,Art Collins,SG,6-4,185,1954-04-14,US,R,St. Thomas University,1980-81,1,ATL
7-42,Don Collins,SF,6-6,190,1958-11-28,US,R,Washington State,1980-81,1,ATL
14,Charlie Criss,PG,5-8,165,1948-11-06,US,3,New Mexico State,1980-81,1,ATL
22,John Drew,SF,6-6,205,1954-09-30,US,6,Gardner-Webb University,1980-81,1,ATL
10,Steve Hawes,C,6-9,220,1950-05-26,US,6,Washington,1980-81,1,ATL
24,Armond Hill,PG,6-4,190,1953-03-31,US,4,Princeton,1980-81,1,ATL
3,Eddie Johnson,SG,6-2,180,1955-02-24,US,3,Auburn,1980-81,1,ATL
1,Wes Matthews,PG,6-1,170,1959-08-24,US,R,Wisconsin,1980-81,1,ATL
33,Jim McElroy,PG,6-3,190,1953-10-04,US,5,Central Michigan University,1980-81,1,ATL
54,Tom McMillen,C,6-11,215,1952-05-26,US,5,Maryland,1980-81,1,ATL
41,Sam Pellom,PF,6-9,225,1951-10-02,US,1,Buffalo,1980-81,1,ATL
30,Tree Rollins,C,7-1,235,1955-06-16,US,3,Clemson,1980-81,1,ATL
32,Dan Roundfield,PF,6-8,205,1953-05-26,US,5,Central Michigan University,1980-81,1,ATL
11,Craig Shelton,SF,6-7,210,1957-05-01,US,R,Georgetown,1980-81,1,ATL
14,Charlie Criss,PG,5-8,165,1948-11-06,US,4,New Mexico State,1981-82,1,ATL
22,John Drew,SF,6-6,205,1954-09-30,US,7,Gardner-Webb University,1981-82,1,ATL
34,Mike Glenn,SG,6-2,175,1955-09-10,US,4,Southern Illinois,1981-82,1,ATL
10,Steve Hawes,PF,6-9,220,1950-05-26,US,7,Washington,1981-82,1,ATL
3,Eddie Johnson,SG,6-2,180,1955-02-24,US,4,Auburn,1981-82,1,ATL
40,Rudy Macklin,SF,6-7,205,1958-02-19,US,R,LSU,1981-82,1,ATL
1,Wes Matthews,PG,6-1,170,1959-08-24,US,1,Wisconsin,1981-82,1,ATL
33,Jim McElroy,PG,6-3,190,1953-10-04,US,6,Central Michigan University,1981-82,1,ATL
54,Tom McMillen,C,6-11,215,1952-05-26,US,6,Maryland,1981-82,1,ATL
41,Sam Pellom,PF,6-9,225,1951-10-02,US,2,Buffalo,1981-82,1,ATL
30,Tree Rollins,C,7-1,235,1955-06-16,US,4,Clemson,1981-82,1,ATL
32,Dan Roundfield,PF,6-8,205,1953-05-26,US,6,Central Michigan University,1981-82,1,ATL
11,Craig Shelton,SF,6-7,210,1957-05-01,US,1,Georgetown,1981-82,1,ATL
2,Rory Sparrow,PG,6-2,175,1958-06-12,US,1,Villanova,1981-82,1,ATL
20,Freeman Williams,SG,6-4,190,1956-05-15,US,3,Portland State,1981-82,1,ATL
7,Al Wood,SG,6-6,193,1958-06-02,US,R,UNC,1981-82,1,ATL
31,Rickey Brown,C,6-10,215,1958-08-20,US,2,Mississippi State,1982-83,1,ATL
16,Johnny Davis,SG,6-2,170,1955-10-21,US,6,Dayton,1982-83,1,ATL
11,Keith Edmonson,SG,6-5,195,1960-09-28,US,R,Purdue,1982-83,1,ATL
34,Mike Glenn,SG,6-2,175,1955-09-10,US,5,Southern Illinois,1982-83,1,ATL
44,Scott Hastings,PF,6-10,235,1960-06-03,US,R,Arkansas,1982-83,1,ATL
10,Steve Hawes,PF,6-9,220,1950-05-26,US,8,Washington,1982-83,1,ATL
3,Eddie Johnson,SG,6-2,180,1955-02-24,US,5,Auburn,1982-83,1,ATL
52,George Johnson,C,6-11,205,1948-12-18,US,10,Dillard University,1982-83,1,ATL
40,Rudy Macklin,SF,6-7,205,1958-02-19,US,1,LSU,1982-83,1,ATL
1,Wes Matthews,PG,6-1,170,1959-08-24,US,2,Wisconsin,1982-83,1,ATL
54,Tom McMillen,C,6-11,215,1952-05-26,US,7,Maryland,1982-83,1,ATL
41,Sam Pellom,PF,6-9,225,1951-10-02,US,3,Buffalo,1982-83,1,ATL
30,Tree Rollins,C,7-1,235,1955-06-16,US,5,Clemson,1982-83,1,ATL
32,Dan Roundfield,PF,6-8,205,1953-05-26,US,7,Central Michigan University,1982-83,1,ATL
7,Randy Smith,SG,6-3,180,1948-12-12,US,11,Buffalo State,1982-83,1,ATL
2,Rory Sparrow,PG,6-2,175,1958-06-12,US,2,Villanova,1982-83,1,ATL
21,Dominique Wilkins,SF,6-8,215,1960-01-12,FR,R,Georgia,1982-83,1,ATL
31,Rickey Brown,C,6-10,215,1958-08-20,US,3,Mississippi State,1983-84,1,ATL
14,Charlie Criss,PG,5-8,165,1948-11-06,US,6,New Mexico State,1983-84,1,ATL
16,Johnny Davis,PG,6-2,170,1955-10-21,US,7,Dayton,1983-84,1,ATL
34,Mike Glenn,SG,6-2,175,1955-09-10,US,6,Southern Illinois,1983-84,1,ATL
44,Scott Hastings,PF,6-10,235,1960-06-03,US,1,Arkansas,1983-84,1,ATL
24,Armond Hill,PG,6-4,190,1953-03-31,US,7,Princeton,1983-84,1,ATL
3,Eddie Johnson,SG,6-2,180,1955-02-24,US,6,Auburn,1983-84,1,ATL
54,Mark Landsberger,PF,6-8,215,1955-05-21,US,6,"Minnesota, Arizona State",1983-84,1,ATL
1,Wes Matthews,PG,6-1,170,1959-08-24,US,3,Wisconsin,1983-84,1,ATL
5,Billy Paultz,C,6-11,235,1948-07-30,US,13,"Cameron University, St. John's",1983-84,1,ATL
33,John Pinone,SF,6-8,230,1961-02-19,US,R,Villanova,1983-84,1,ATL
25,Doc Rivers,PG,6-4,185,1961-10-13,US,R,Marquette,1983-84,1,ATL
30,Tree Rollins,C,7-1,235,1955-06-16,US,6,Clemson,1983-84,1,ATL
32,Dan Roundfield,PF,6-8,205,1953-05-26,US,8,Central Michigan University,1983-84,1,ATL
21,Dominique Wilkins,SF,6-8,215,1960-01-12,FR,1,Georgia,1983-84,1,ATL
35,Sly Williams,SF,6-7,210,1958-01-26,US,4,Rhode Island,1983-84,1,ATL
10,Randy Wittman,SG,6-6,210,1959-10-28,US,R,Indiana,1983-84,1,ATL
31,Rickey Brown,C,6-10,215,1958-08-20,US,4,Mississippi State,1984-85,1,ATL
33,Antoine Carr,PF,6-9,225,1961-07-23,US,R,Wichita State,1984-85,1,ATL
14,Charlie Criss,PG,5-8,165,1948-11-06,US,7,New Mexico State,1984-85,1,ATL
5,Jerry Eaves,PG,6-4,180,1959-02-08,US,2,Louisville,1984-85,1,ATL
34,Mike Glenn,SG,6-2,175,1955-09-10,US,7,Southern Illinois,1984-85,1,ATL
20,Stewart Granger,PG,6-3,190,1961-10-27,CA,1,Villanova,1984-85,1,ATL
44,Scott Hastings,PF,6-10,235,1960-06-03,US,2,Arkansas,1984-85,1,ATL
3,Eddie Johnson,SG,6-2,180,1955-02-24,US,7,Auburn,1984-85,1,ATL
53,Cliff Levingston,PF,6-8,210,1961-01-04,US,2,Wichita State,1984-85,1,ATL
43,Sidney Lowe,PG,6-0,195,1960-01-21,US,1,NC State,1984-85,1,ATL
7,Leo Rautins,SF,6-8,215,1960-03-20,CA,1,"Minnesota, Syracuse",1984-85,1,ATL
25,Doc Rivers,PG,6-4,185,1961-10-13,US,1,Marquette,1984-85,1,ATL
30,Tree Rollins,C,7-1,235,1955-06-16,US,7,Clemson,1984-85,1,ATL
2,Walker Russell,PG,6-5,195,1960-10-26,US,2,"Houston, Western Michigan",1984-85,1,ATL
21,Dominique Wilkins,SF,6-8,215,1960-01-12,FR,2,Georgia,1984-85,1,ATL
35,Sly Williams,SF,6-7,210,1958-01-26,US,5,Rhode Island,1984-85,1,ATL
42,Kevin Willis,PF,7-0,220,1962-09-06,US,R,Michigan State,1984-85,1,ATL
10,Randy Wittman,SG,6-6,210,1959-10-28,US,1,Indiana,1984-85,1,ATL
12,John Battle,SG,6-2,175,1962-11-09,US,R,Rutgers University,1985-86,1,ATL
33,Antoine Carr,PF,6-9,225,1961-07-23,US,1,Wichita State,1985-86,1,ATL
43,Lorenzo Charles,SF,6-7,225,1963-11-25,US,R,NC State,1985-86,1,ATL
16,Johnny Davis,SG,6-2,170,1955-10-21,US,9,Dayton,1985-86,1,ATL
44,Scott Hastings,PF,6-10,235,1960-06-03,US,3,Arkansas,1985-86,1,ATL
3,Eddie Johnson,SG,6-2,180,1955-02-24,US,8,Auburn,1985-86,1,ATL
32,Jon Koncak,C,7-0,250,1963-05-17,US,R,SMU,1985-86,1,ATL
53,Cliff Levingston,PF,6-8,210,1961-01-04,US,3,Wichita State,1985-86,1,ATL
25,Doc Rivers,PG,6-4,185,1961-10-13,US,2,Marquette,1985-86,1,ATL
30,Tree Rollins,C,7-1,235,1955-06-16,US,8,Clemson,1985-86,1,ATL
12,Sedric Toney,PG,6-2,178,1962-04-13,US,R,Dayton,1985-86,1,ATL
4,Spud Webb,PG,5-6,133,1963-07-13,US,R,"Midland College, NC State",1985-86,1,ATL
21,Dominique Wilkins,SF,6-8,215,1960-01-12,FR,3,Georgia,1985-86,1,ATL
1,Ray Williams,PG,6-3,188,1954-10-14,US,8,Minnesota,1985-86,1,ATL
42,Kevin Willis,PF,7-0,220,1962-09-06,US,1,Michigan State,1985-86,1,ATL
10,Randy Wittman,SG,6-6,210,1959-10-28,US,2,Indiana,1985-86,1,ATL
12,John Battle,SG,6-2,175,1962-11-09,US,1,Rutgers University,1986-87,1,ATL
33,Antoine Carr,PF,6-9,225,1961-07-23,US,2,Wichita State,1986-87,1,ATL
44,Scott Hastings,PF,6-10,235,1960-06-03,US,4,Arkansas,1986-87,1,ATL
24,Cedric Henderson,PF,6-8,210,1965-10-03,US,R,Georgia,1986-87,1,ATL
32,Jon Koncak,C,7-0,250,1963-05-17,US,1,SMU,1986-87,1,ATL
53,Cliff Levingston,PF,6-8,210,1961-01-04,US,4,Wichita State,1986-87,1,ATL
40,Mike McGee,SF,6-5,190,1959-07-29,US,5,Michigan,1986-87,1,ATL
25,Doc Rivers,PG,6-4,185,1961-10-13,US,3,Marquette,1986-87,1,ATL
30,Tree Rollins,C,7-1,235,1955-06-16,US,9,Clemson,1986-87,1,ATL
4,Spud Webb,PG,5-6,133,1963-07-13,US,1,"Midland College, NC State",1986-87,1,ATL
21,Dominique Wilkins,SF,6-8,215,1960-01-12,FR,4,Georgia,1986-87,1,ATL
1,Gus Williams,SG,6-2,175,1953-10-10,US,10,USC,1986-87,1,ATL
42,Kevin Willis,PF,7-0,220,1962-09-06,US,2,Michigan State,1986-87,1,ATL
15,Michael Wilson,PG,6-4,175,1959-09-15,US,2,Marquette,1986-87,1,ATL
10,Randy Wittman,SG,6-6,210,1959-10-28,US,3,Indiana,1986-87,1,ATL
12,John Battle,SG,6-2,175,1962-11-09,US,2,Rutgers University,1987-88,1,ATL
33,Antoine Carr,PF,6-9,225,1961-07-23,US,3,Wichita State,1987-88,1,ATL
44,Scott Hastings,PF,6-10,235,1960-06-03,US,5,Arkansas,1987-88,1,ATL
32,Jon Koncak,C,7-0,250,1963-05-17,US,2,SMU,1987-88,1,ATL
53,Cliff Levingston,PF,6-8,210,1961-01-04,US,5,Wichita State,1987-88,1,ATL
40,Mike McGee,SG,6-5,190,1959-07-29,US,6,Michigan,1987-88,1,ATL
25,Doc Rivers,PG,6-4,185,1961-10-13,US,4,Marquette,1987-88,1,ATL
30,Tree Rollins,C,7-1,235,1955-06-16,US,10,Clemson,1987-88,1,ATL
50,Chris Washburn,C,6-11,225,1965-05-13,US,1,NC State,1987-88,1,ATL
4,Spud Webb,PG,5-6,133,1963-07-13,US,2,"Midland College, NC State",1987-88,1,ATL
1,Ennis Whatley,PG,6-3,177,1962-08-11,US,4,Alabama,1987-88,1,ATL
21,Dominique Wilkins,SF,6-8,215,1960-01-12,FR,5,Georgia,1987-88,1,ATL
42,Kevin Willis,PF,7-0,220,1962-09-06,US,3,Michigan State,1987-88,1,ATL
10,Randy Wittman,SG,6-6,210,1959-10-28,US,4,Indiana,1987-88,1,ATL
1,Leon Wood,PG,6-3,185,1962-03-25,US,3,"Arizona, California State University, Fullerton",1987-88,1,ATL
